5193, -3147
2188, -4382
-5745, -8879
-11117, -8347
-3231, -1585
5641, 1316
166, -3846
-6921, -10226
-2908, -11619
-1661, -6812
-7883, 1534
-3116, 5630
10731, 967
12045, -4065
6074, -535
10425, 4960
14212, 1681
6669, -5912
4734, -5066
11123, 4708
3388, 10628
-14334, 5846
-15335, -464
-3755, 1426
204, 5412
2363, 1607
9102, -5341
5258, -7015
-7512, -6598
-6302, -6607
6228, -1537
8111, 4084
1906, -1752
1897, -11321
3743, -7191
2414, 2612
4537, -1447
6900, -11977
1258, -9811
-3419, -24
1929, 2504
6652, 914
2876, 2514
-496, 2574
936, -345
1370, 1561
883, 7822
2655, 9555
3538, 6572
2859, 4671
4965, 2516
7141, -1943
2898, -2371
-4091, 4107
-5350, 7807
-1876, 2125
-916, -4165
-3560, -2791
-4155, -1148
-598, -7964
1420, -16221
-1907, -14548
-4947, -4880
-2443, 3200
1318, 6033
1575, 5719
-316, 4541
-4750, 3087
-12262, -14
-13812, -3865
-2173, -2472
11699, 4903
12755, 8064
3470, 3053
-3275, 657
-1806, 4910
4033, 4608
6631, -2578
2263, -4230
-2379, 951
1242, 112
9255, -7474
11504, -8392
6502, 435
-637, 7812
-6313, 7687
-7658, 5821
-2740, 6267
6055, 3046
12437, -7491
8718, -14157
-4793, -6412
-10908, 4345
2895, 2101
16748, -5141
7620, -2165
-6616, 4579
-181, 3987
10125, 2046
1987, 3196
-5636, 1133
4201, -562
9122, 4941
-3828, 5547
-11778, -6707
-3802, -12032
3978, 1618
5451, 13176
5729, 6854
971, -3330
-6951, -3817
-5710, 666
1408, 3084
1092, 1358
-3009, -2885
-2727, -2811
-2941, 2283
-4026, 2797
1064, -242
6117, 3867
2173, 7540
-2735, -2618
-1406, -11843
-143, -1789
-1017, 11393
-1953, 7900
-7689, 353
-13815, 3399
-6967, 6973
3823, 2178
-808, -4347
-9664, -7822
-3653, -7612
3124, -1837
-4622, 3844
-10346, 2146
-4022, 161
-1875, 5598
-7341, 9304
-7440, 2914
-5683, -5827
-9025, -8248
-6896, -5030
1102, -255
-514, 507
-5502, -4109
3667, -4608
14273, 3392
7787, 7107
-1178, -371
1924, -6462
3102, -3423
-2850, 351
-740, -1291
6042, -6717
1965, -12106
-3101, -8872
4139, 4050
8379, 7489
-630, -7298
-5056, -15041
518, 41
-1855, 12613
-10195, 3696
-5368, -6057
4802, 412
-177, 8713
-11030, 6658
-9382, 1927
-3264, 233
-3863, -620
-2897, 331
1786, 3548
-1102, 5221
-7500, 4837
-4055, 4799
1154, 5090
-5082, 6034
-10686, 8071
-1837, 8012
7850, 4470
3499, 379
-4053, -4541
-1442, -10801
4939, -10874
5565, -722
2612, 9012
-399, 9357
-5381, 6501
-11647, 6723
-13026, 5536
-7008, 370
-740, -3037
-1497, -1762
-4591, 144
-2478, 198
-1035, 443
-7315, 1313
-10158, 29
341, -2907
8732, -2685
106, 478
-10742, 360
-5901, -2082
5168, 1177
5942, 7908
-2041, 7996
-8511, 3566
-7662, 3074
-531, 1847
3696, -5464
-596, -7446
-3405, 3119
1665, 11158
1991, 4612
-6666, -4585
-6765, -1613
5500, 8474
10028, 10228
1911, 52
-1645, -7795
3397, -1458
5148, 7255
1669, 1270
-186, -9079
1211, -4422
4391, 5305
6271, 1099
2201, -7663
-4406, -5919
-5150, -2476
-1563, -4681
1018, -1859
4385, 6423
6321, 6299
414, -1504
-6007, -4707
-2891, -2501
934, -889
-2830, -1981
-3963, -5972
1199, -7032
1318, 1687
-2595, 9783
-519, 4367
2442, -2434
373, 1102
1809, -896
7678, -13380
7663, -11120
3198, 7905
-187, 12066
-5870, -1493
-7197, -4505
6292, 2954
17496, 599
7716, -4901
-3775, -266
1140, 3484
3817, 311
-4135, 2465
-2003, 8052
7486, 4780
1007, 85
-10503, 3573
-2789, 3728
11200, -5606
10642, -10133
3301, -3848
-1206, 2888
-3294, 5805
3854, 7581
15662, 6777
9199, 4597
-11099, 5666
-13788, 6981
186, 4146
3432, 1186
-2500, -122
-688, -4227
2257, -7831
-1522, -3399
-2659, 3447
-872, 2176
-3440, -2922
-2909, -1163
3540, 5374
1964, 7603
-5871, 5197
-2839, 3435
5478, 2311
2683, 299
-3191, 1775
-109, 8363
2012, 10480
-3854, 1989
-7143, -6695
-3223, -6349
1064, -4722
2666, -8133
1583, -8606
-2020, -3690
-3735, -2877
-2689, -5957
-3961, -3579
-5421, 1839
-2870, 3282
-2692, 5061
-5670, 8907
-886, 5949
6620, -2663
1229, -4349
-6426, 936
1237, 2288
7512, -1838
-5279, -5696
-14980, -6231
-3684, -1982
5599, 2939
-3307, 47
-11110, -5671
-6500, -1096
-2738, 6309
-3298, -16
1001, -10243
6693, -5943
5371, 3250
2298, 2254
4697, 1335
7512, 9075
3430, 12110
-3982, 6297
-4698, 6072
1961, 11547
3980, 8634
-2967, 758
-5764, 1667
1186, 6530
4892, 1997
2417, -8385
6211, -11981
11475, -7099
2296, -1417
-9973, -899
-3652, -6234
9880, -12734
7226, -12553
-5323, -2998
-10123, 7844
-7935, 9657
-3972, 3447
2762, -1448
6894, -2956
3177, -6131
-974, -8590
-724, -4287
-1904, 475
-3523, -3496
626, -8863
4455, -5115
1660, 611
1818, -1013
9664, -2388
11334, 3766
1247, 8185
-4543, 2604
3500, -5894
12642, -7989
10031, -3592
418, 2723
-4883, 7081
-3721, 8639
-1451, 9426
475, 8490
5173, 2498
9388, -4045
5076, -2961
-4286, 1480
-5929, -498
111, -3740
1669, 2297
-2223, 9876
-2301, 4301
-140, -8221
-3672, -9042
-8184, 2499
-4603, 9284
2747, 3591
5322, -4389
4831, -5012
4527, -1722
1149, -1970
-4037, -5503
-2604, -6814
4920, -4125
6832, -1307
-266, -2004
-6043, -4354
-4296, -3736
-365, -707
1452, -455
2584, -2563
2483, -925
582, 3580
2067, 4060
8285, 2697
10284, 6800
4340, 10648
-268, 3221
269, -9318
-2299, -12232
-7992, -6523
-6007, -2241
1767, 1480
1476, 8864
-6178, 13304
-7719, 8563
-2944, 1386
-1811, 643
-1614, 5127
5912, 8777
13472, 9116
9453, 7227
209, 4098
-1507, -570
1363, -5427
327, -6793
-338, -5129
4476, -5240
6344, -5699
312, -1601
-2525, 1279
2806, -3969
3944, -8228
-2289, -4582
-1510, -4618
7409, -9838
7221, -2259
-3876, 13289
-9376, 9224
-6206, -8861
-4201, -10444
-2468, -1650
2419, -7868
2402, -16713
-4086, -7349
-5493, 3216
-1377, -685
-2713, -2874
-7090, 1893
-5249, -1118
-1963, -5483
-3081, 1830
-1804, 4506
3144, -8007
2095, -12517
-4387, -916
-6403, 1262
-3685, -11081
-726, -12783
3261, 877
5243, 10116
475, 9046
-3603, 5856
374, 2844
3356, 1315
-2310, 4347
-8729, 6345
-10333, 785
-9760, -5914
-4541, -5138
4359, -245
4709, 1180
-2283, -1276
776, -2879
10105, -937
4676, 1781
-8094, 617
-3791, -3705
9321, -5898
7396, -4320
-1848, -1364
-18, 1462
3753, 2663
-2731, 1574
-7858, 3495
-2393, 12141
4325, 17248
6759, 6789
7061, -10937
253, -17387
-12890, -11008
-15081, -3838
-1835, 464
4520, 4472
-6699, 4536
-13752, -210
-1622, -277
11549, 7369
8247, 11201
121, 4430
1903, -5426
5854, -10534
2092, -9781
-1721, -3553
1905, 4206
5894, 6250
3932, 3065
321, 1630
-793, 1771
-562, -551
-1085, -1381
-3835, 3025
-5539, 5833
745, 1695
9526, -3807
5106, -5878
-8567, -6236
-10559, -4004
-1887, 2369
-779, 6215
-3264, 2238
3840, -1510
8550, 3202
-390, 9294
-6120, 6388
-709, -2326
-2282, -7374
-11001, -6631
-5718, -2771
8171, 2484
7872, 5611
-116, 2458
2747, -4275
8442, -6519
4051, -1376
-1865, 4962
-1141, 4685
552, -1601
1020, -4597
3263, -62
5057, 2726
4018, -3101
243, -7248
-7319, -425
-13074, 6248
-7859, 731
767, -8055
-2600, -8283
-11596, -4822
-8986, -3969
1745, -1042
5539, 5606
1406, 9829
-1819, 10659
549, 11638
6045, 10824
5733, 5444
-3091, -1252
-5614, -5563
6482, -7341
14360, -7157
5184, -5716
-2994, -3565
1391, -772
2304, 111
-6135, -2496
-8276, -2788
-2295, 2419
-1054, 4136
-3851, -1582
-4091, -2936
-4741, 4233
-3739, 7181
5874, 2620
14995, 1239
10100, 2373
-2097, -2369
-7508, -6793
-4318, -1781
2728, 6014
6691, 7806
1447, 4237
-4426, -2879
1106, -8386
6326, -3221
-2942, 6532
-9677, 4327
1409, -5498
9972, -5711
2561, -410
-372, -2654
7257, -5550
4223, -589
-6439, 2554
-1418, -1203
10302, -2684
5178, -1113
-6377, -3463
-5788, -5944
-3392, -3099
-8136, 69
-6966, 557
1186, 992
-67, -736
-8642, -4892
-7452, -4453
2336, -989
7140, -4646
5539, -12056
3515, -10134
2520, -395
3517, 4328
7249, 1042
9136, -2267
4886, -88
-2794, 3536
-7772, 705
-6258, -5974
-565, -4029
1899, 6165
-935, 9221
-2068, 2935
197, 413
-2056, 3287
-8052, 4617
-5752, 7038
5038, 9364
9743, 1180
3846, -10498
-1729, -8081
-1232, 49
306, -3894
821, -9316
3292, -2071
5866, 4348
3768, -1112
-491, -7264
-871, -8583
-404, -8870
-6160, -3324
-12362, 4958
-7490, 447
1823, -9200
-395, -1987
-8789, 10617
-6108, 4379
2219, -7429
-334, -3772
-5939, 1837
2408, -3101
15828, -3510
15570, 4984
4964, 6885
-2857, 2629
-5843, 2424
-3716, 72
6385, -7445
16566, -6072
14430, 5598
2696, 10694
-5657, 4980
-5290, -1041
-733, -2663
1061, -491
-1497, 3693
-1267, 3848
4961, 409
5702, 2696
-4516, 7961
-8885, 3831
2024, -5384
9509, -6956
1560, -4256
-5463, -3821
-1863, -1100
-1112, 1748
-7272, -3275
-7569, -7270
-1733, 689
-796, 8384
-2550, 3922
758, -1882
4096, -823
1797, -797
344, -3884
3975, -5282
4790, -7803
-2297, -10351
-7617, -3802
-162, 6476
12495, 5878
11994, -1312
-851, -3024
-4987, -3047
4432, -4927
8045, -1302
139, 3233
-2390, -3996
3829, -14422
4078, -11930
-1747, -3387
-1271, -1744
2671, -3180
90, -3405
-4853, -5896
-4360, -7367
-637, -4639
1982, -4430
1583, -4914
-2579, 3503
-4751, 10746
1021, 1938
7214, -8311
4361, -2581
-1222, 4404
16, 226
5156, 1142
7703, 11244
5532, 10217
-366, -1050
-2316, -1870
5334, 4341
10662, 3489
2793, 3907
-4576, 10449
-329, 7563
400, -2873
-8398, -590
-6748, 8755
7460, 6383
10063, 2093
-830, 8597
-3170, 10163
3885, 265
3795, -766
-3146, 8054
-7534, 4541
-9472, -7876
-9254, -8235
-5415, -2345
-3352, -5249
-4382, -7320
-1480, 609
2907, 4924
1168, -1549
261, -5482
6692, 218
7768, 6382
-3968, 4382
-13265, -4430
-9931, -9560
-4334, -1386
-3689, 11104
-1170, 8931
6481, -4111
11551, -5957
8127, 4967
1789, 9656
1741, 3273
5104, -1792
1441, -165
-4695, 1475
365, -3643
9486, -12879
5091, -13703
-5404, -1545
-4087, 6300
3485, -3126
5390, -12462
5369, -3921
3277, 8583
-5996, 7006
-9194, -1647
3295, -5366
11062, -3550
3204, 3902
1046, 13408
8669, 12819
3529, 2575
-8457, -2147
-1528, -831
12724, -4275
8589, -5539
-1478, 5401
1598, 13558
4312, 4153
-4453, -7594
-10518, -3524
-7349, 6912
-4740, 6087
-4642, -4019
-2939, -8824
-855, -4143
1687, -1373
4533, -7356
2968, -9551
275, 2101
4157, 12752
6985, 8475
-459, 2857
-7117, 8222
-3518, 11137
-307, 2833
-3940, -3456
-6887, -1636
-7349, -257
-6491, -96
705, 1465
8782, -825
5402, -4098
-936, 744
4570, 5494
11605, 199
6452, -2033
-1475, 6453
-3181, 8180
-3769, -48
-2415, 2813
2873, 15234
996, 14101
-9763, 3363
-12988, 3660
-5800, 9208
-1763, 5872
-2641, 3005
-3729, 9214
-8173, 12699
-10875, 7266
-2055, 1551
6899, -1673
2203, -4408
-3047, -2537
2923, 2503
7028, 1696
3106, -2356
2463, 611
4382, 6905
1697, 6398
2356, 2441
8780, 3197
7985, 5828
1748, 4176
3121, 151
5661, -814
829, 2229
726, 4744
7797, 2030
5251, -2799
-4216, -1375
-3443, 5224
323, 6082
-4847, 312
-5245, 105
4412, 7173
4126, 7477
-6013, -2261
-3403, -6449
6606, 1577
1634, 8175
-9172, 5078
-6372, 1331
87, 2178
-1211, 1568
1259, -454
8634, 1997
4669, 4960
-5625, 2546
-2990, 1038
4842, 4767
-413, 4877
-8198, -2126
-2335, -6644
4291, -5324
-2084, -4508
-7193, -4806
309, -3605
5903, -3859
-238, -5523
-6528, -4076
-5597, -2386
-2496, -4929
1862, -6674
6176, -4939
1902, -5566
-7430, -7328
-6886, -4243
-451, -2100
-3075, -6208
-6363, -6765
2953, 644
9298, 4851
-1351, 2287
-10417, -493
-4150, -4865
2624, -10174
3128, -6458
7097, 752
8475, -4975
-2277, -13159
-9867, -3871
-3636, 6585
-447, -4170
-7188, -16008
-8350, -5914
-3175, 6038
-3399, -369
-2654, -9024
5589, -7917
8124, -8853
2932, -11402
6496, -2997
15379, 7494
10669, 4305
-2736, -4610
-8143, -6372
-8319, -4486
-9615, -2061
-6012, 4205
1568, 8620
3859, 4826
2768, -148
3576, -1424
1671, -4280
-4007, -6169
-6141, -94
-3749, 5032
-942, -417
1538, -3868
735, 5071
-4822, 10267
-5771, -223
1796, -8813
5142, -1596
-237, 5830
-1360, -557
4143, -8888
4688, -6686
1329, -781
2966, 132
4378, -2094
-1183, -4344
-5549, -4600
-2814, 943
-645, 9493
-3210, 11891
-4194, 8329
-230, 6502
4086, 4546
3455, -2412
-2074, -6392
-5892, -585
-2344, 4747
3844, 1147
4274, -3178
257, -2777
-903, -4832
2687, -10444
6737, -10841
5088, -4367
-3854, 3249
-10231, 9353
-3968, 11333
5783, 6412
2922, 831
-7772, 3006
-10388, 9126
-5715, 10344
-4298, 5508
-5765, -2768
-4459, -10856
-505, -10884
3639, -427
4762, 9670
497, 10235
-3220, 5448
69, 2206
3209, 2024
-1950, 4403
-8871, 5751
-10586, 1107
-9435, -5656
-4504, -5578
4020, -191
4913, 1480
-2083, -1522
419, -2957
10142, -702
5020, 1667
-8384, 526
-3976, -3537
9744, -5975
7291, -4381
-2238, -1204
386, 1333
3920, 2570
-3297, 1862
-7637, 3349
-1908, 11629
3628, 17152
6566, 6492
7960, -11606
-230, -17424
-13539, -11100
-13415, -4512
-1979, 1044
1704, 5377
-1809, 2056
122, -5092
3799, -5553
2506, -2569
3152, -3988
6792, -4954
3553, -635
-2264, 3570
3492, 3952
14116, 1358
11429, -3458
461, -4178
-956, 3882
3361, 8710
-471, -16
-5841, -7806
-2514, 98
-1024, 11560
-6397, 10289
-1102, 945
14454, -5097
11674, -5662
-9480, -2898
-12841, 1269
6553, 5755
14044, 10757
1200, 12839
-6577, 7615
-2064, 1140
1644, 2067
2201, 5231
1591, 3441
-2901, 2505
-4929, 4316
1379, -1798
5518, -13814
2804, -12696
3884, 4146
5543, 15561
-5311, 9788
-16913, -757
-10547, -1750
1672, 5564
1403, 11710
-3168, 11671
-1688, 5799
-463, -4069
-677, -11334
2511, -5383
1999, 10981
-4753, 16768
-2045, 3695
12471, -7242
15564, -655
-145, 9105
-10813, 8316
-3498, 4791
4036, 4173
-1993, 1107
-9809, -1611
-7034, 1946
-1453, 5049
-3869, 3170
-8975, 4294
-6868, 7855
-462, 3360
1646, -5278
-883, -6062
-3440, -2244
-4300, -1565
-3583, -54
-2320, 3973
-1905, 3967
132, 1375
5924, 2419
9044, 2770
4066, -1647
-2017, -2589
-2990, 3966
-3809, 8309
-5472, 5197
-1517, 2263
4076, 4879
1923, 7832
-2858, 4675
-2023, -2605
-1308, -6270
-4430, -4306
-3815, -2373
-143, -1031
-1496, 4716
-2596, 9332
4038, 2752
