-1609,-9870
1038,-9946
3336,-9427
5132,-8583
6394,-7688
7177,-6963
7562,-6543
7615,-6482
7369,-6760
6828,-7306
5990,-8007
4868,-8735
3498,-9368
1944,-9809
284,-9996
-1410,-9900
-3083,-9513
-4699,-8827
-6229,-7823
-7634,-6460
-8835,-4685
-9693,-2460
-9998,185
-9507,3101
-8015,5980
-5478,8366
-2115,9774
1586,9873
5001,8660
7611,6486
9198,3925
9881,1541
9996,-271
9912,-1322
9878,-1559
9951,-990
9994,344
9728,2315
8855,4646
7219,6920
4924,8704
2322,9727
-139,9999
-2099,9777
-3369,9415
-3897,9209
-3684,9297
-2721,9623
-1016,9948
1325,9912
4020,9157
6621,7494
8649,5019
9780,2085
9964,-849
9403,-3405
8423,-5389
7341,-6790
6376,-7704
5634,-8262
5128,-8585
4816,-8764
4618,-8870
4452,-8954
4236,-9058
3906,-9206
3415,-9399
2739,-9617
1882,-9821
875,-9962
-220,-9998
-1327,-9912
-2355,-9719
-3229,-9464
-3893,-9211
-4313,-9022
-4472,-8944
-4361,-8999
-3976,-9175
-3317,-9434
-2392,-9710
-1222,-9925
163,-9999
1710,-9853
3353,-9421
5010,-8654
6590,-7521
7991,-6011
9104,-4138
9809,-1947
9989,472
9546,2979
8418,5397
6609,7505
4208,9071
1404,9901
-1541,9881
-4332,9013
-6701,7422
-8462,5328
-9541,2996
-9977,684
-9899,-1420
-9476,-3194
-8886,-4587
-8284,-5601
-7793,-6267
-7494,-6621
-7433,-6690
-7616,-6481
-8016,-5979
-8566,-5159
-9163,-4005
-9677,-2522
-9971,-766
-9933,1153
-9515,3078
-8749,4843
-7758,6310
-6718,7407
-5825,8128
-5251,8510
-5112,8595
-5459,8379
-6263,7796
-7395,6731
-8614,5079
-9592,2826
-9999,124
-9626,-2711
-8484,-5293
-6814,-7319
-4999,-8661
-3414,-9399
-2339,-9723
-1926,-9813
-2230,-9748
-3225,-9466
-4784,-8782
-6648,-7470
-8425,-5387
-9659,-2591
-9979,640
-9225,3860
-7496,6618
-5094,8605
-2386,9711
310,9995
2788,9603
4950,8689
6763,7366
8217,5699
9288,3705
9901,1405
9935,-1142
9254,-3789
7772,-6293
5519,-8339
2697,-9629
-344,-9994
-3199,-9474
-5548,-8320
-7236,-6903
-8288,-5596
-8833,-4688
-9004,-4351
-8855,-4646
-8332,-5530
-7289,-6846
-5574,-8303
-3132,-9497
-109,-9999
3148,-9492
6153,-7883
8446,-5353
9736,-2284
9961,885
9258,3780
7871,6168
6061,7954
4045,9145
1984,9801
-28,10000
-1932,9812
-3686,9296
-5253,8509
-6602,7511
-7708,6371
-8558,5174
-9161,4009
-9549,2969
-9772,2124
-9882,1534
-9924,1234
-9924,1234
-9883,1525
-9783,2074
-9593,2825
-9288,3705
-8865,4627
-8346,5509
-7779,6284
-7237,6901
-6793,7339
-6507,7593
-6417,7670
-6533,7571
-6837,7297
-7287,6848
-7823,6228
-8379,5458
-8894,4570
-9326,3608
-9650,2621
-9862,1654
-9973,740
-9999,-105
-9961,-882
-9870,-1609
-9728,-2315
-9529,-3033
-9251,-3798
-8857,-4642
-8300,-5578
-7517,-6595
-6445,-7646
-5029,-8644
-3241,-9460
-1107,-9939
1283,-9917
3761,-9266
6105,-7920
8062,-5917
9406,-3394
9984,-574
9736,2281
8710,4912
7035,7107
4892,8722
2477,9688
-24,10000
-2457,9694
-4684,8835
-6608,7506
-8152,5792
-9258,3779
-9878,1558
-9970,-775
-9503,-3113
-8463,-5328
-6861,-7275
-4746,-8802
-2226,-9749
535,-9986
3317,-9434
5872,-8095
7950,-6066
9354,-3536
9971,-764
9803,1975
8963,4435
7645,6446
6083,7937
4501,8930
3082,9513
1952,9808
1186,9929
817,9967
852,9964
1281,9918
2078,9782
3192,9477
4537,8912
5995,8004
7421,6703
8657,5006
9549,2968
9976,691
9857,-1685
9164,-4003
7916,-6110
6180,-7862
4050,-9143
1646,-9864
-887,-9961
-3391,-9407
-5697,-8218
-7637,-6455
-9062,-4230
-9855,-1697
-9954,954
-9357,3529
-8121,5835
-6358,7719
-4211,9070
-1836,9830
612,9981
2992,9542
5180,8554
7064,7079
8545,5195
9539,3000
9981,623
9839,-1787
9135,-4068
7951,-6064
6427,-7661
4745,-8803
3096,-9509
1655,-9862
558,-9984
-113,-9999
-302,-9995
15,-10000
844,-9964
2149,-9766
3833,-9236
5712,-8208
7524,-6587
8977,-4406
9829,-1840
9964,842
9424,3345
8383,5453
7074,7068
5716,8206
4463,8949
3393,9407
2513,9679
1783,9840
1124,9937
445,9990
